institution,country,arwu_rank,arwu_score,tuition_in_state_usd,tuition_out_state_usd,total_cost_usd,uk_home_fee_gbp,uk_intl_fee_gbp,price_usd,rank,rank_percentile,price_percentile,united_states_rank_percentile,united_states_price_percentile,united_kingdom_rank_percentile,united_kingdom_price_percentile,value_score,united_states_value_score,united_kingdom_value_score
Everglades University,United States,401,6.2,20768.0,20768.0,36311.0,,,20768.0,401,16.849015317286653,23.851203501094094,13.436692506459949,24.289405684754524,,,40.56892778993436,38.34625322997416,
Ave Maria University,United States,1,100.0,28222.0,28222.0,43220.0,,,28222.0,1,100.0,41.79431072210066,100.0,40.310077519379846,,,83.28227571115974,83.87596899224806,
Ana G. Mendez University,United States,35,34.8,13575.0,13575.0,,,,13575.0,35,72.86652078774617,4.595185995623632,69.25064599483204,5.426356589147287,,,81.88183807439825,79.37984496124031,
University of Florida-Online,United States,58,27.0,3876.0,16579.0,17036.0,,,16579.0,58,51.64113785557986,10.284463894967178,44.96124031007752,11.886304909560723,,,66.87089715536105,62.22222222222223,
DeSales University,United States,10,54.1,44800.0,44800.0,59409.0,,,44800.0,10,93.43544857768052,80.96280087527352,92.50645994832041,77.77777777777779,,,63.67614879649891,64.39276485788113,
Alvernia University,United States,10,54.1,42810.0,42810.0,54650.0,,,42810.0,10,93.43544857768052,77.68052516411379,92.50645994832041,73.90180878552972,,,64.98905908096279,65.94315245478036,
Arcadia University,United States,1,100.0,48290.0,48290.0,61240.0,,,48290.0,1,100.0,85.33916849015317,100.0,82.68733850129199,,,65.86433260393873,66.9250645994832,
Bucknell University,United States,11,52.8,64772.0,64772.0,79956.0,,,64772.0,11,88.40262582056893,98.03063457330416,86.56330749354005,97.67441860465115,,,53.8293216630197,52.86821705426357,
Carlow University,United States,10,54.1,34502.0,34502.0,46864.0,,,34502.0,10,93.43544857768052,58.20568927789934,92.50645994832041,52.71317829457365,,,72.77899343544857,74.41860465116278,
Carnegie Mellon University,United States,35,34.8,63829.0,63829.0,80514.0,,,63829.0,35,72.86652078774617,96.2800875273523,69.25064599483204,95.60723514211887,,,45.20787746170678,43.307493540051674,
Chatham University,United States,201,14.9,43810.0,43810.0,56981.0,,,43810.0,201,30.196936542669583,78.7746170678337,21.705426356589147,75.1937984496124,,,26.608315098468267,22.94573643410853,
Drexel University,United States,28,37.5,60663.0,60663.0,75167.0,,,60663.0,28,76.80525164113786,94.31072210065645,73.64341085271317,93.28165374677002,,,48.35886214442013,46.87338501291989,
Duquesne University,United States,28,37.5,47146.0,47146.0,63042.0,,,47146.0,28,76.80525164113786,84.24507658643327,73.64341085271317,81.65374677002583,,,52.3851203501094,51.524547803617565,
East Stroudsburg University of Pennsylvania,United States,13,48.4,11036.0,19002.0,24369.0,,,19002.0,13,87.08971553610503,17.286652078774615,85.01291989664082,19.12144702842377,,,85.33916849015318,83.35917312661499,
Eastern University,United States,401,2.9,37420.0,37420.0,53293.0,,,37420.0,401,16.849015317286653,65.20787746170679,13.436692506459949,59.9483204134367,,,24.026258205689278,24.08268733850129,
Gannon University,United States,401,3.8,37951.0,37951.0,51236.0,,,37951.0,401,16.849015317286653,66.95842450765865,13.436692506459949,62.01550387596899,,,23.326039387308533,23.255813953488374,
Gwynedd Mercy University,United States,57,27.3,38310.0,38310.0,53359.0,,,38310.0,57,54.92341356673961,68.27133479212254,48.837209302325576,63.30749354005169,,,45.64551422319475,43.97932816537467,
Holy Family University,United States,10,54.1,33968.0,33968.0,38965.0,,,33968.0,10,93.43544857768052,56.67396061269147,92.50645994832041,51.67958656330749,,,73.39168490153173,74.83204134366926,
Immaculata University,United States,56,27.6,28550.0,28550.0,45416.0,,,28550.0,56,56.236323851203494,42.88840262582057,50.3875968992248,41.08527131782946,,,56.58643326039387,53.7984496124031,
Indiana University of Pennsylvania-Main Campus,United States,13,48.4,11380.0,16297.0,26405.0,,,16297.0,13,87.08971553610503,9.62800875273523,85.01291989664082,11.369509043927648,,,88.40262582056893,86.45994832041345,
King's College,United States,33,35.6,42600.0,42600.0,56991.0,,,42600.0,33,73.52297592997812,77.02407002188184,69.76744186046511,73.1266149870801,,,53.304157549234134,52.609819121447025,
Kutztown University of Pennsylvania,United States,13,48.4,11230.0,16434.0,28876.0,,,16434.0,13,87.08971553610503,9.846827133479213,85.01291989664082,11.627906976744185,,,88.31509846827134,86.35658914728683,
La Salle University,United States,10,54.1,35570.0,35570.0,45046.0,,,35570.0,10,93.43544857768052,61.050328227571114,92.50645994832041,55.55555555555556,,,71.64113785557987,73.28165374677002,
Lehigh University,United States,39,33.5,62180.0,62180.0,77515.0,,,62180.0,39,70.02188183807439,95.18599562363238,66.1498708010336,94.31524547803618,,,43.93873085339168,41.96382428940569,
Lincoln University,United States,6,66.7,12512.0,19384.0,27358.0,,,19384.0,6,96.93654266958424,19.037199124726477,96.64082687338501,20.671834625322997,,,90.54704595185996,89.7157622739018,
Marywood University,United States,57,27.3,39570.0,39570.0,52673.0,,,39570.0,57,54.92341356673961,70.67833698030634,48.837209302325576,66.1498708010336,,,44.68271334792123,42.842377260981905,
Mercyhurst University,United States,57,27.3,44510.0,44510.0,57948.0,,,44510.0,57,54.92341356673961,80.0875273522976,48.837209302325576,76.74418604651163,,,40.91903719912473,38.604651162790695,
Messiah University,United States,401,6.2,40640.0,40640.0,53939.0,,,40640.0,401,16.849015317286653,74.17943107221006,13.436692506459949,69.76744186046511,,,20.437636761487965,20.155038759689923,
Millersville University of Pennsylvania,United States,13,48.4,12262.0,16232.0,27086.0,,,16232.0,13,87.08971553610503,9.409190371991247,85.01291989664082,11.11111111111111,,,88.49015317286651,86.56330749354005,
Misericordia University,United States,61,26.1,38370.0,38370.0,51023.0,,,38370.0,61,49.23413566739606,68.7089715536105,42.11886304909561,63.82428940568475,,,42.056892778993436,39.741602067183464,
Moravian University,United States,57,27.3,52000.0,52000.0,64260.0,,,52000.0,57,54.92341356673961,88.40262582056893,48.837209302325576,86.30490956072352,,,37.5929978118162,34.780361757105936,
Neumann University,United States,401,4.1,37300.0,37300.0,56670.0,,,37300.0,401,16.849015317286653,64.55142231947484,13.436692506459949,59.17312661498708,,,24.288840262582056,24.392764857881136,
Pennsylvania State University-Penn State Altoona,United States,65,24.9,15944.0,26668.0,31725.0,,,26668.0,65,40.48140043763676,39.606126914660834,31.782945736434108,38.24289405684754,,,48.44638949671772,43.77260981912145,
Pennsylvania State University-Penn State Berks,United States,65,24.9,15944.0,26668.0,31853.0,,,26668.0,65,40.48140043763676,39.606126914660834,31.782945736434108,38.24289405684754,,,48.44638949671772,43.77260981912145,
Pennsylvania State University-Penn State Harrisburg,United States,65,24.9,15944.0,26668.0,32029.0,,,26668.0,65,40.48140043763676,39.606126914660834,31.782945736434108,38.24289405684754,,,48.44638949671772,43.77260981912145,
Pennsylvania State University-Penn State Brandywine,United States,65,24.9,15180.0,25118.0,30201.0,,,25118.0,65,40.48140043763676,36.10503282275711,31.782945736434108,34.883720930232556,,,49.84682713347921,45.116279069767444,
Pennsylvania State University-Main Campus,United States,65,24.9,20234.0,40188.0,39160.0,,,40188.0,65,40.48140043763676,73.52297592997812,31.782945736434108,68.9922480620155,,,34.879649890590805,31.472868217054263,
Pennsylvania State University-Penn State Abington,United States,65,24.9,15240.0,25388.0,27516.0,,,25388.0,65,40.48140043763676,36.76148796498906,31.782945736434108,35.400516795865634,,,49.58424507658643,44.90956072351422,
University of Pennsylvania,United States,13,48.4,66104.0,66104.0,85738.0,,,66104.0,13,87.08971553610503,99.12472647702407,85.01291989664082,98.96640826873386,,,52.60393873085339,51.42118863049095,
University of Pittsburgh-Greensburg,United States,53,28.5,14630.0,26504.0,28514.0,,,26504.0,53,57.11159737417943,38.949671772428886,51.42118863049095,37.46770025839793,,,58.6870897155361,55.8656330749354,
University of Pittsburgh-Johnstown,United States,53,28.5,14646.0,26520.0,28501.0,,,26520.0,53,57.11159737417943,39.16849015317287,51.42118863049095,37.72609819121447,,,58.59956236323851,55.76227390180878,
University of Pittsburgh-Pittsburgh Campus,United States,53,28.5,21524.0,39890.0,36707.0,,,39890.0,53,57.11159737417943,72.42888402625822,51.42118863049095,67.70025839793283,,,45.29540481400437,43.77260981912144,
Point Park University,United States,22,40.2,38160.0,38160.0,50133.0,,,38160.0,22,81.83807439824945,67.83369803063457,79.32816537467701,63.04909560723514,,,61.969365426695845,62.37726098191215,
Robert Morris University,United States,301,9.2,34940.0,34940.0,51075.0,,,34940.0,301,22.975929978118163,59.51859956236324,16.27906976744186,54.00516795865633,,,29.9781181619256,28.165374677002585,
Saint Francis University,United States,2,76.3,41720.0,41720.0,57515.0,,,41720.0,2,99.12472647702407,76.14879649890591,98.96640826873386,72.09302325581395,,,69.01531728665208,70.54263565891473,
Saint Joseph's University,United States,401,4.1,51340.0,51340.0,65513.0,,,51340.0,401,16.849015317286653,87.08971553610503,13.436692506459949,84.75452196382429,,,15.273522975929978,14.160206718346254,
University of Scranton,United States,21,41.0,52309.0,52309.0,67795.0,,,52309.0,21,82.71334792122538,88.62144420131291,80.36175710594316,86.56330749354005,,,54.179431072210065,53.59173126614987,
Seton Hill University,United States,40,33.2,41414.0,41414.0,54634.0,,,41414.0,40,68.27133479212254,75.49234135667396,64.08268733850129,71.31782945736434,,,50.76586433260394,49.922480620155035,
Shippensburg University of Pennsylvania,United States,13,48.4,13544.0,15798.0,29480.0,,,15798.0,13,87.08971553610503,8.315098468271334,85.01291989664082,9.819121447028424,,,88.92778993435448,87.08010335917314,
Slippery Rock University of Pennsylvania,United States,13,48.4,10507.0,14615.0,24781.0,,,14615.0,13,87.08971553610503,6.3457330415754925,85.01291989664082,7.493540051679587,,,89.71553610503281,88.01033591731266,
Susquehanna University,United States,401,4.1,57400.0,57400.0,72563.0,,,57400.0,401,16.849015317286653,91.68490153172867,13.436692506459949,90.18087855297158,,,13.435448577680523,11.989664082687337,
Temple University,United States,10,54.1,22082.0,37462.0,39799.0,,,37462.0,10,93.43544857768052,65.42669584245077,92.50645994832041,60.20671834625323,,,69.89059080962801,71.42118863049096,
Villanova University,United States,56,27.6,64701.0,64701.0,80866.0,,,64701.0,56,56.236323851203494,97.59299781181619,50.3875968992248,97.1576227390181,,,34.704595185995615,31.369509043927643,
Waynesburg University,United States,401,4.1,29460.0,29460.0,42526.0,,,29460.0,401,16.849015317286653,45.51422319474836,13.436692506459949,43.669250645994836,,,31.90371991247265,30.594315245478036,
West Chester University of Pennsylvania,United States,13,48.4,10687.0,22511.0,27559.0,,,22511.0,13,87.08971553610503,31.072210065645518,85.01291989664082,30.23255813953488,,,79.82494529540482,78.91472868217053,
Widener University,United States,301,8.0,53638.0,53638.0,68305.0,,,53638.0,301,22.975929978118163,89.05908096280088,16.27906976744186,87.08010335917312,,,18.161925601750546,14.935400516795866,
Wilkes University,United States,10,54.1,42286.0,42286.0,56956.0,,,42286.0,10,93.43544857768052,76.80525164113786,92.50645994832041,72.86821705426357,,,65.33916849015317,66.35658914728683,
Strayer University-Pennsylvania,United States,13,48.4,13920.0,13920.0,23838.0,,,13920.0,13,87.08971553610503,5.142231947483589,85.01291989664082,6.072351421188631,,,90.19693654266959,88.57881136950905,
Pennsylvania State University-World Campus,United States,65,24.9,15204.0,15204.0,27938.0,,,15204.0,65,40.48140043763676,7.2210065645514225,31.782945736434108,8.527131782945736,,,61.40043763676148,55.65891472868217,
Commonwealth University of Pennsylvania,United States,13,48.4,11046.0,22870.0,25781.0,,,22870.0,13,87.08971553610503,31.50984682713348,85.01291989664082,30.749354005167955,,,79.64989059080963,78.70801033591731,
Pennsylvania Western University,United States,65,24.9,11388.0,16006.0,27618.0,,,16006.0,65,40.48140043763676,8.533916849015318,31.782945736434108,10.077519379844961,,,60.87527352297593,55.03875968992248,
Aurora University,United States,201,14.9,28220.0,28220.0,39232.0,,,28220.0,201,30.196936542669583,41.57549234135667,21.705426356589147,40.05167958656331,,,41.48796498905908,37.002583979328165,
Bradley University,United States,10,54.1,39680.0,39680.0,52730.0,,,39680.0,10,93.43544857768052,71.77242888402627,92.50645994832041,67.18346253229974,,,67.3522975929978,68.63049095607235,
Chicago State University,United States,52,28.8,12754.0,12754.0,30454.0,,,12754.0,52,63.01969365426696,3.938730853391685,58.39793281653747,4.651162790697675,,,76.23632385120351,73.17829457364341,
University of Chicago,United States,9,56.5,66939.0,66939.0,86856.0,,,66939.0,9,94.09190371991247,99.56236323851203,93.28165374677002,99.48320413436691,,,56.63019693654266,56.17571059431524,
DePaul University,United States,10,54.1,44460.0,44460.0,59467.0,,,44460.0,10,93.43544857768052,79.86870897155362,92.50645994832041,76.48578811369508,,,64.11378555798686,64.90956072351422,
Elmhurst University,United States,57,27.3,41628.0,41628.0,51829.0,,,41628.0,57,54.92341356673961,75.71115973741794,48.837209302325576,71.57622739018088,,,42.66958424507659,40.671834625322994,
Governors State University,United States,52,28.8,11320.0,11320.0,23076.0,,,11320.0,52,63.01969365426696,2.62582056892779,58.39793281653747,3.10077519379845,,,76.76148796498906,73.79844961240309,
University of Illinois Chicago,United States,9,56.5,14338.0,29360.0,26998.0,,,29360.0,9,94.09190371991247,44.85776805251641,93.28165374677002,42.89405684754522,,,78.5120350109409,78.81136950904391,
Benedictine University,United States,201,16.0,34290.0,34290.0,46548.0,,,34290.0,201,30.196936542669583,57.22100656455142,21.705426356589147,52.19638242894057,,,35.22975929978118,32.144702842377264,
University of Illinois Urbana-Champaign,United States,27,37.9,16004.0,34501.0,32134.0,,,34501.0,27,77.02407002188184,57.98687089715536,73.90180878552972,52.4547803617571,,,63.01969365426696,63.35917312661499,
Illinois Wesleyan University,United States,24,39.1,55704.0,55704.0,68399.0,,,55704.0,24,81.1816192560175,90.59080962800876,78.81136950904393,88.88888888888889,,,52.472647702406995,51.7312661498708,
Illinois Institute of Technology,United States,8,59.5,51763.0,51763.0,67720.0,,,51763.0,8,94.74835886214443,88.18380743982495,94.05684754521964,86.04651162790698,,,61.57549234135668,62.01550387596899,
Illinois State University,United States,52,28.8,16021.0,28086.0,32458.0,,,28086.0,52,63.01969365426696,41.13785557986871,58.39793281653747,39.53488372093023,,,61.35667396061269,59.224806201550386,
Lewis University,United States,10,54.1,37882.0,37882.0,45843.0,,,37882.0,10,93.43544857768052,66.3019693654267,92.50645994832041,61.240310077519375,,,69.54048140043763,71.0077519379845,
Loyola University Chicago,United States,9,56.5,51716.0,51716.0,64167.0,,,51716.0,9,94.09190371991247,87.96498905908096,93.28165374677002,85.78811369509044,,,61.26914660831509,61.65374677002583,
McKendree University,United States,401,7.1,34070.0,34070.0,47121.0,,,34070.0,401,16.849015317286653,56.89277899343544,13.436692506459949,51.93798449612403,,,27.352297592997814,27.28682170542636,
Millikin University,United States,56,27.6,26892.0,43670.0,41297.0,,,43670.0,56,56.236323851203494,78.55579868708972,50.3875968992248,74.93540051679587,,,42.319474835886204,40.258397932816536,
National Louis University,United States,63,25.5,12345.0,12345.0,25350.0,,,12345.0,63,46.389496717724285,3.063457330415755,38.759689922480625,3.6175710594315245,,,66.60831509846827,61.80878552971576,
North Park University,United States,401,2.6,35325.0,35325.0,42040.0,,,35325.0,401,16.849015317286653,59.95623632385121,13.436692506459949,54.263565891472865,,,26.12691466083151,26.356589147286822,
Northern Illinois University,United States,24,39.1,12700.0,12700.0,27214.0,,,12700.0,24,81.1816192560175,3.7199124726477026,78.81136950904393,4.3927648578811365,,,87.22100656455142,85.5297157622739,
Northwestern University,United States,24,39.1,65997.0,65997.0,87804.0,,,65997.0,24,81.1816192560175,98.6870897155361,78.81136950904393,98.44961240310077,,,49.23413566739605,47.906976744186046,
Northeastern Illinois University,United States,24,39.1,12383.0,22726.0,27208.0,,,22726.0,24,81.1816192560175,31.291028446389497,78.81136950904393,30.490956072351423,,,76.1925601750547,75.0904392764858,
Olivet Nazarene University,United States,401,7.1,37940.0,37940.0,50557.0,,,37940.0,401,16.849015317286653,66.73960612691467,13.436692506459949,61.75710594315246,,,23.413566739606125,23.359173126614984,
Quincy University,United States,61,26.1,35740.0,35740.0,45102.0,,,35740.0,61,49.23413566739606,61.925601750547045,42.11886304909561,56.58914728682171,,,44.77024070021882,42.63565891472868,
Roosevelt University,United States,401,7.1,20280.0,20280.0,48426.0,,,20280.0,401,16.849015317286653,22.100656455142232,13.436692506459949,23.25581395348837,,,41.2691466083151,38.75968992248062,
Dominican University,United States,7,60.4,37844.0,37844.0,44414.0,,,37844.0,7,96.06126914660832,66.08315098468272,95.60723514211887,60.98191214470285,,,71.2035010940919,72.97157622739019,
University of St Francis,United States,301,11.0,37000.0,37000.0,45375.0,,,37000.0,301,22.975929978118163,64.11378555798687,16.27906976744186,58.656330749354005,,,28.140043763676147,26.304909560723516,
Saint Xavier University,United States,401,2.9,36840.0,36840.0,42237.0,,,36840.0,401,16.849015317286653,63.89496717724289,13.436692506459949,58.39793281653747,,,24.551422319474838,24.702842377260982,
University of Illinois Springfield,United States,151,17.9,12252.0,22017.0,23643.0,,,22017.0,151,31.947483588621445,29.10284463894967,22.22222222222222,28.42377260981912,,,47.527352297593,41.96382428940568,
Western Illinois University,United States,24,39.1,14952.0,14952.0,27828.0,,,14952.0,24,81.1816192560175,6.783369803063458,78.81136950904393,8.010335917312661,,,85.9956236323851,84.0826873385013,
University of Akron Main Campus,United States,62,25.8,12799.0,17239.0,24555.0,,,17239.0,62,47.26477024070022,12.035010940919037,39.79328165374677,13.695090439276486,,,63.54485776805252,58.39793281653746,
Ashland University,United States,2,76.3,28910.0,28910.0,40519.0,,,28910.0,2,99.12472647702407,43.98249452954048,98.96640826873386,42.11886304909561,,,81.88183807439825,82.53229974160206,
Capital University,United States,56,27.6,41788.0,41788.0,54086.0,,,41788.0,56,56.236323851203494,76.36761487964989,50.3875968992248,72.3514211886305,,,43.194748358862135,41.291989664082685,
Case Western Reserve University,United States,64,25.2,64671.0,64671.0,81533.0,,,64671.0,64,40.70021881838075,97.3741794310722,32.041343669250644,96.89922480620154,,,25.470459518599565,20.46511627906977,
Cedarville University,United States,56,27.6,36078.0,36078.0,46994.0,,,36078.0,56,56.236323851203494,62.80087527352297,50.3875968992248,57.622739018087856,,,48.621444201312904,47.18346253229974,
Central State University,United States,63,25.5,7824.0,9824.0,22435.0,,,9824.0,63,46.389496717724285,1.75054704595186,38.759689922480625,2.0671834625323,,,67.13347921225383,62.428940568475454,
Cleveland State University,United States,73,22.5,12613.0,17973.0,26310.0,,,17973.0,73,34.79212253829322,14.22319474835886,25.064599483204137,16.020671834625322,,,55.18599562363239,48.63049095607235,
University of Dayton,United States,401,5.9,47600.0,47600.0,64310.0,,,47600.0,401,16.849015317286653,84.68271334792122,13.436692506459949,82.17054263565892,,,16.2363238512035,15.193798449612402,
Denison University,United States,39,33.5,64000.0,64000.0,76900.0,,,64000.0,39,70.02188183807439,96.71772428884027,66.1498708010336,96.12403100775194,,,43.326039387308526,41.24031007751939,
The University of Findlay,United States,58,27.0,39646.0,39646.0,52096.0,,,39646.0,58,51.64113785557986,71.11597374179432,44.96124031007752,66.40826873385012,,,42.53829321663019,40.413436692506465,
Franklin University,United States,39,33.5,9577.0,9577.0,29433.0,,,9577.0,39,70.02188183807439,1.5317286652078774,66.1498708010336,1.8087855297157622,,,81.4004376367615,78.96640826873386,
John Carroll University,United States,1,100.0,49100.0,49100.0,62943.0,,,49100.0,1,100.0,85.77680525164114,100.0,83.20413436692506,,,65.68927789934355,66.71834625322998,
Miami University-Oxford,United States,16,45.4,17809.0,40025.0,37218.0,,,40025.0,16,84.02625820568927,72.86652078774617,81.3953488372093,68.21705426356588,,,61.2691466083151,61.55038759689922,
University of Mount Union,United States,401,5.9,35400.0,35400.0,46890.0,,,35400.0,401,16.849015317286653,60.393873085339166,13.436692506459949,54.78036175710594,,,25.951859956236326,26.149870801033593,
Muskingum University,United States,31,36.2,31440.0,31440.0,44615.0,,,31440.0,31,75.92997811816193,50.54704595185996,72.60981912144703,47.02842377260982,,,65.33916849015317,64.75452196382429,
Ohio Northern University,United States,24,39.1,37800.0,37800.0,52484.0,,,37800.0,24,81.1816192560175,65.86433260393873,78.81136950904393,60.72351421188631,,,62.363238512035004,62.997416020671835,
Ohio State University-Main Campus,United States,52,28.8,12859.0,38365.0,29320.0,,,38365.0,52,63.01969365426696,68.49015317286651,58.39793281653747,63.565891472868216,,,50.415754923413566,49.6124031007752,
Ohio Wesleyan University,United States,52,28.8,52357.0,52357.0,66399.0,,,52357.0,52,63.01969365426696,88.8402625820569,58.39793281653747,86.82170542635659,,,42.27571115973741,40.310077519379846,
Otterbein University,United States,24,39.1,34899.0,34899.0,47865.0,,,34899.0,24,81.1816192560175,59.08096280087527,78.81136950904393,53.48837209302325,,,65.07658643326039,65.89147286821705,
Shawnee State University,United States,73,22.5,9622.0,16157.0,22190.0,,,16157.0,73,34.79212253829322,8.971553610503284,25.064599483204137,10.594315245478036,,,57.28665207877462,50.80103359173127,
Tiffin University,United States,201,16.2,32400.0,32400.0,45150.0,,,32400.0,201,30.196936542669583,52.29759299781181,21.705426356589147,48.320413436692505,,,37.199124726477024,33.69509043927649,
University of Toledo,United States,29,37.2,12377.0,21737.0,26190.0,,,21737.0,29,76.14879649890591,28.00875273522976,72.86821705426357,27.131782945736433,,,74.48577680525165,72.86821705426357,
Walsh University,United States,10,54.1,34595.0,34595.0,45817.0,,,34595.0,10,93.43544857768052,58.64332603938731,92.50645994832041,52.97157622739018,,,72.60393873085339,74.31524547803618,
Wittenberg University,United States,39,33.5,44602.0,44602.0,56353.0,,,44602.0,39,70.02188183807439,80.74398249452955,66.1498708010336,77.51937984496125,,,49.71553610503282,48.68217054263566,
Xavier University,United States,10,54.1,48125.0,48125.0,62293.0,,,48125.0,10,93.43544857768052,84.9015317286652,92.50645994832041,82.42894056847545,,,62.10065645514223,62.53229974160207,
Youngstown State University,United States,52,28.8,10791.0,11151.0,20028.0,,,11151.0,52,63.01969365426696,2.4070021881838075,58.39793281653747,2.842377260981912,,,76.84901531728664,73.90180878552971,
Albany State University,United States,63,25.5,5934.0,16656.0,20574.0,,,16656.0,63,46.389496717724285,10.50328227571116,38.759689922480625,12.144702842377262,,,63.63238512035011,58.39793281653748,
Point University,United States,39,33.5,22300.0,22300.0,34418.0,,,22300.0,39,70.02188183807439,30.63457330415755,66.1498708010336,29.71576227390181,,,69.75929978118162,67.80361757105943,
Clark Atlanta University,United States,63,25.5,26446.0,26446.0,40924.0,,,26446.0,63,46.389496717724285,38.7308533916849,38.759689922480625,37.2093023255814,,,52.341356673960604,48.372093023255815,
Clayton  State University,United States,63,25.5,5068.0,15790.0,17940.0,,,15790.0,63,46.389496717724285,8.096280087527353,38.759689922480625,9.560723514211885,,,64.59518599562364,59.43152454780362,
Columbus State University,United States,7,60.4,5751.0,16805.0,19953.0,,,16805.0,7,96.06126914660832,10.722100656455142,95.60723514211887,12.4031007751938,,,93.34792122538293,92.4031007751938,
Emory University,United States,57,27.3,60774.0,60774.0,78814.0,,,60774.0,57,54.92341356673961,94.52954048140045,48.837209302325576,93.54005167958657,,,35.14223194748359,31.886304909560717,
Fort Valley State University,United States,52,28.8,5392.0,16114.0,20342.0,,,16114.0,52,63.01969365426696,8.752735229759299,58.39793281653747,10.335917312661499,,,74.31072210065645,70.90439276485787,
Georgia Institute of Technology-Main Campus,United States,72,22.8,11764.0,32876.0,27797.0,,,32876.0,72,37.199124726477024,53.17286652078774,27.906976744186046,48.837209302325576,,,41.050328227571114,37.2093023255814,
Georgia Southwestern State University,United States,24,39.1,4980.0,15702.0,19234.0,,,15702.0,24,81.1816192560175,7.87746170678337,78.81136950904393,9.30232558139535,,,85.55798687089715,83.56589147286822,
Georgia College & State University,United States,52,28.8,8998.0,28178.0,27781.0,,,28178.0,52,63.01969365426696,41.35667396061269,58.39793281653747,39.79328165374677,,,61.2691466083151,59.12144702842377,
Georgia Southern University,United States,24,39.1,5905.0,16959.0,24563.0,,,16959.0,24,81.1816192560175,10.940919037199125,78.81136950904393,12.661498708010335,,,84.33260393873084,82.22222222222223,
Georgia State University,United States,52,28.8,8478.0,23709.0,26535.0,,,23709.0,52,63.01969365426696,34.13566739606127,58.39793281653747,33.33333333333333,,,64.15754923413566,61.70542635658915,
University of Georgia,United States,58,27.0,11180.0,30220.0,27436.0,,,30220.0,58,51.64113785557986,46.82713347921225,44.96124031007752,44.44444444444444,,,52.25382932166302,49.19896640826874,
Mercer University,United States,61,26.1,40890.0,40890.0,56494.0,,,40890.0,61,49.23413566739606,74.61706783369803,42.11886304909561,70.28423772609818,,,39.693654266958426,37.157622739018095,
Oglethorpe University,United States,57,27.3,45806.0,45806.0,59320.0,,,45806.0,57,54.92341356673961,82.4945295404814,48.837209302325576,79.58656330749353,,,39.95623632385121,37.46770025839793,
Piedmont University,United States,6,66.7,30680.0,30680.0,45359.0,,,30680.0,6,96.93654266958424,48.35886214442014,96.64082687338501,45.73643410852713,,,78.81838074398249,79.68992248062015,
Reinhardt University,United States,1,100.0,28420.0,28420.0,45689.0,,,28420.0,1,100.0,42.4507658643326,100.0,40.82687338501292,,,83.01969365426696,83.66925064599484,
Savannah State University,United States,63,25.5,5498.0,16218.0,17185.0,,,16218.0,63,46.389496717724285,9.190371991247265,38.759689922480625,10.852713178294573,,,64.15754923413567,58.91472868217055,
Shorter University,United States,401,2.9,24044.0,24044.0,34985.0,,,24044.0,401,16.849015317286653,34.35448577680525,13.436692506459949,33.59173126614987,,,36.36761487964989,34.62532299741602,
Valdosta State University,United States,63,25.5,6007.0,17062.0,20202.0,,,17062.0,63,46.389496717724285,11.597374179431071,38.759689922480625,13.436692506459949,,,63.19474835886214,57.88113695090439,
University of West Georgia,United States,301,12.5,5971.0,17024.0,23504.0,,,17024.0,301,22.975929978118163,11.159737417943107,16.27906976744186,12.919896640826872,,,49.32166301969366,44.59948320413437,
Augusta University,United States,401,2.9,8122.0,23500.0,22146.0,,,23500.0,401,16.849015317286653,33.69803063457331,13.436692506459949,32.81653746770026,,,36.63019693654267,34.935400516795866,
Middle Georgia State University,United States,73,22.5,4432.0,14032.0,20189.0,,,14032.0,73,34.79212253829322,5.470459518599562,25.064599483204137,6.459948320413436,,,58.6870897155361,52.454780361757116,
University of North Georgia,United States,21,41.0,5009.0,15441.0,18062.0,,,15441.0,21,82.71334792122538,7.439824945295405,80.36175710594316,8.785529715762273,,,86.65207877461707,84.70284237726099,
Kennesaw State University,United States,65,24.9,5786.0,17040.0,24618.0,,,17040.0,65,40.48140043763676,11.37855579868709,31.782945736434108,13.178294573643413,,,59.73741794310722,53.7984496124031,
Appalachian State University,United States,73,22.5,7541.0,24537.0,22654.0,,,24537.0,73,34.79212253829322,35.22975929978118,25.064599483204137,34.366925064599485,,,46.783369803063465,41.29198966408269,
Campbell University,United States,11,52.8,40410.0,40410.0,58752.0,,,40410.0,11,88.40262582056893,73.96061269146608,86.56330749354005,69.50904392764858,,,63.457330415754925,64.1343669250646,
Duke University,United States,28,37.5,65805.0,65805.0,82749.0,,,65805.0,28,76.80525164113786,98.46827133479212,73.64341085271317,98.19121447028424,,,46.69584245076586,44.909560723514204,
East Carolina University,United States,7,60.4,7361.0,23638.0,23689.0,,,23638.0,7,96.06126914660832,33.91684901531728,95.60723514211887,33.0749354005168,,,84.07002188183807,84.1343669250646,
Elizabeth City State University,United States,52,28.8,3412.0,7412.0,18837.0,,,7412.0,52,63.01969365426696,0.437636761487965,58.39793281653747,0.516795865633075,,,77.63676148796499,74.83204134366926,
Elon University,United States,57,27.3,44536.0,44536.0,59369.0,,,44536.0,57,54.92341356673961,80.52516411378556,48.837209302325576,77.2609819121447,,,40.74398249452954,38.39793281653746,
Fayetteville State University,United States,52,28.8,3969.0,7969.0,16098.0,,,7969.0,52,63.01969365426696,0.87527352297593,58.39793281653747,1.03359173126615,,,77.4617067833698,74.62532299741602,
